783555835494592513	أبل	0
783582397166125056	أبل	0
783592390728769536	أبل	0
783597390070685696	أبل	1
783617442031472640	أبل	0
783643296602071040	أبل	1
783677250768138240	أبل	0
783699656328908801	أبل	0
783708331198164992	أبل	-1
783714700156698624	أبل	0
783715747709059072	أبل	0
783718589056638976	أبل	0
783941885173833728	أبل	0
783941968850190336	أبل	-1
783942030904832000	أبل	0
783947587963453440	أبل	0
783948556835127296	أبل	0
783959779752439808	أبل	0
783971030624825344	أبل	0
783985276964175872	أبل	0
783992621274390530	أبل	0
784006782381387778	أبل	0
784032156653944832	أبل	0
784033787982319616	أبل	1
784081204798717952	أبل	0
784277792779231233	أبل	0
784297053832646657	أبل	0
784302692189376512	أبل	0
784314551546150912	أبل	0
784323653567516672	أبل	-1
784346488784556033	أبل	1
784367293119795200	أبل	1
784373997861560320	أبل	0
784392573834199044	أبل	1
784426625530208257	أبل	0
784472756230483970	أبل	0
784495158083653632	أبل	-1
784525660232507393	أبل	1
784529626353786881	أبل	0
784538438821445632	أبل	-1
784548096302800908	أبل	-1
784575695712321536	أبل	-1
784634432468553728	أبل	0
784649801036029952	أبل	0
784656161396101120	أبل	0
784672589771702272	أبل	0
784681525266841600	أبل	1
784697448706945025	أبل	0
784706443127717889	أبل	1
784708272850866176	أبل	1
784711585990311936	أبل	0
784719418161041408	أبل	1
784730020199604228	أبل	1
784731633681362944	أبل	1
784738980117880832	أبل	0
784748566698946560	أبل	-1
784753262746537984	أبل	1
784772890944299008	أبل	1
784789586639740929	أبل	1
784840439832518658	أبل	1
784860207813918721	أبل	1
784883418517602304	أبل	0
784949022100426752	أبل	-1
785079214743494659	أبل	0
785084543128571904	أبل	0
785084852043472897	أبل	-1
785098962701258752	أبل	1
785102615088627712	أبل	1
785117614804574208	أبل	0
785122771160498177	أبل	-1
785123888640434176	أبل	-1
785124237694504960	أبل	-1
785129421330010112	أبل	1
785301310899970048	أبل	1
785346306604605441	أبل	1
785357138453491712	أبل	1
785377829651296256	أبل	-1
785380632780300288	أبل	1
785420888430747648	أبل	0
785441676265422848	أبل	0
785475415288770560	أبل	1
785502915754680320	أبل	0
785559739589591040	أبل	-1
785596579772260352	أبل	1
785602528448839680	أبل	1
785606257558380544	أبل	0
785740634741018629	أبل	0
785750412175421444	أبل	1
785755256881766400	أبل	1
785774014451122176	أبل	1
785803335144275968	أبل	0
785852256180662272	أبل	-1
785872737445089280	أبل	0
785884382393491456	أبل	0
785889691887407104	أبل	0
785889730017853440	أبل	1
785892665833455617	أبل	0
785925589849047040	أبل	1
785926234769199104	أبل	-1
785960685297479680	أبل	-1
782890701180833792	أندرويد	1
782931740386091008	أندرويد	0
782935473123647488	أندرويد	-1
782979691653324800	أندرويد	-1
782981772766277632	أندرويد	0
783005218707501056	أندرويد	0
783010077959651329	أندرويد	0
783047401716092928	أندرويد	1
783068365170565120	أندرويد	1
783135806034632705	أندرويد	1
783172279123513344	أندرويد	0
783176312303345664	أندرويد	0
783217136575455233	أندرويد	0
783218427569790976	أندرويد	1
783221152634269697	أندرويد	1
783267138400288768	أندرويد	0
783277244445851648	أندرويد	1
783298781739487233	أندرويد	0
783340407274999809	أندرويد	-1
783351441561976832	أندرويد	1
783406133205692416	أندرويد	0
783412994365648896	أندرويد	0
783413465142755328	أندرويد	0
784036654193504258	أندرويد	1
784051736151490560	أندرويد	0
784066100468252672	أندرويد	0
784071683342610433	أندرويد	0
784073213093548032	أندرويد	0
784087346849386496	أندرويد	1
784088136397754368	أندرويد	0
784088442250620928	أندرويد	0
784096427685384192	أندرويد	0
784097209948049408	أندرويد	0
784121110476550144	أندرويد	0
784130253333655552	أندرويد	0
784140312860123136	أندرويد	1
784292467080253440	أندرويد	1
784292902641950720	أندرويد	1
784366678129909761	أندرويد	1
784402194028122112	أندرويد	1
784422109158203393	أندرويد	0
784428849836597248	أندرويد	0
784450220734156800	أندرويد	0
784470367519838213	أندرويد	0
784511032068825088	أندرويد	0
784575856865906689	أندرويد	0
784593191269957633	أندرويد	1
784638488125767680	أندرويد	1
784640035656048640	أندرويد	1
784642709822775296	أندرويد	0
784649788679684096	أندرويد	0
784668933660049408	أندرويد	0
784670436466520064	أندرويد	0
784679902847070208	أندرويد	1
784689589608976384	أندرويد	1
784747675266670592	أندرويد	0
784748228650606592	أندرويد	1
784804313642176512	أندرويد	0
784806618718347264	أندرويد	0
784849318285086720	أندرويد	0
784900204717830144	أندرويد	1
784903589391130624	أندرويد	0
784904807274409984	أندرويد	1
784909042581921792	أندرويد	1
785024028750680064	أندرويد	1
785038941015638016	أندرويد	1
785065694023061504	أندرويد	0
785072437918662656	أندرويد	1
785124197014114304	أندرويد	0
785158139691798528	أندرويد	1
785178233155321856	أندرويد	0
785209258052874240	أندرويد	0
785210609809944579	أندرويد	0
785212084720197636	أندرويد	0
785213312506163205	أندرويد	0
785230742943064064	أندرويد	1
785487241984475137	أندرويد	0
785503759212302337	أندرويد	0
785503773279985664	أندرويد	1
785523326546567168	أندرويد	0
785529190930153477	أندرويد	1
785593252044902402	أندرويد	0
785595721546276865	أندرويد	1
785596764724133888	أندرويد	1
785601580380852224	أندرويد	1
785602539731296256	أندرويد	0
785603611082371074	أندرويد	0
785607694593830913	أندرويد	1
785626682032021509	أندرويد	0
785744397698736128	أندرويد	1
785777408947261441	أندرويد	0
785781592186769408	أندرويد	0
785798858337124353	أندرويد	1
785815255905480705	أندرويد	1
785839768609427457	أندرويد	1
785920598383824896	أندرويد	1
785922414685200384	أندرويد	0
785929113496412160	أندرويد	-1
785935990321848320	أندرويد	0
785984939841826816	أندرويد	0
784536666576920576	إسرائيل	-1
784537840503980032	إسرائيل	-1
784541722218930176	إسرائيل	0
784854665485774848	إسرائيل	-1
784854761354981377	إسرائيل	0
784856247023591424	إسرائيل	-1
784859129399640064	إسرائيل	0
784863538070294528	إسرائيل	-1
784865195344691200	إسرائيل	-1
784867295164243968	إسرائيل	0
784868914085916672	إسرائيل	0
784871198836621312	إسرائيل	0
784879691966537728	إسرائيل	0
784883797758189569	إسرائيل	-1
784888636701638656	إسرائيل	-1
784889831298138112	إسرائيل	0
784897928292884480	إسرائيل	-1
784905083490271233	إسرائيل	-1
784905689537929216	إسرائيل	0
785197010613784576	إسرائيل	0
785197141018963968	إسرائيل	0
785197543386910722	إسرائيل	-1
785197584709279744	إسرائيل	-1
785205219747438592	إسرائيل	0
785205954551873538	إسرائيل	-1
785206272295665666	إسرائيل	-1
785206649954902018	إسرائيل	-1
785209284502155268	إسرائيل	-1
785209494137671680	إسرائيل	-1
785213291870158848	إسرائيل	-1
785216265988280321	إسرائيل	0
785216954806181888	إسرائيل	0
785221917657616384	إسرائيل	0
785222988622888960	إسرائيل	-1
785223168273309696	إسرائيل	0
785223265346318337	إسرائيل	0
785223887701311488	إسرائيل	-1
785226546772598790	إسرائيل	0
785229174373961728	إسرائيل	0
785236783646777346	إسرائيل	-1
785239090069397504	إسرائيل	0
785244947330899968	إسرائيل	-1
785245058706595840	إسرائيل	-1
785247858450501632	إسرائيل	-1
785248253537357824	إسرائيل	-1
785249675674849280	إسرائيل	-1
785257545539739651	إسرائيل	0
785265357758005248	إسرائيل	-1
785510858352955392	إسرائيل	-1
785515390247899136	إسرائيل	-1
785515789419966464	إسرائيل	0
785516820795195392	إسرائيل	-1
785518959437111296	إسرائيل	-1
785520487438974977	إسرائيل	-1
785523308015984641	إسرائيل	-1
785525333462245378	إسرائيل	0
785528696908251136	إسرائيل	-1
785529113775931392	إسرائيل	-1
785530686568562688	إسرائيل	0
785533005024546816	إسرائيل	-1
785534057903947776	إسرائيل	0
785538640210436096	إسرائيل	-1
785538983673683968	إسرائيل	-1
785539332828311556	إسرائيل	0
785540551336656896	إسرائيل	-1
785541178448109570	إسرائيل	1
785546830838898688	إسرائيل	-1
785548253844611072	إسرائيل	-1
785548659727470592	إسرائيل	0
785558968894681088	إسرائيل	-1
785559977117290496	إسرائيل	-1
785565175197859840	إسرائيل	0
785567638290370561	إسرائيل	-1
785567644011360258	إسرائيل	-1
785571408344551424	إسرائيل	-1
785574268226662400	إسرائيل	-1
785575536923963392	إسرائيل	-1
785576927423631361	إسرائيل	-1
785578354485395456	إسرائيل	0
785591251915583488	إسرائيل	0
785612551300067328	إسرائيل	0
785621134360182788	إسرائيل	0
785628655275737088	إسرائيل	-1
785910436512358400	إسرائيل	-1
785914751595474945	إسرائيل	0
785918553799090176	إسرائيل	-1
785919816930463744	إسرائيل	0
785922496763719680	إسرائيل	0
785925190324785152	إسرائيل	1
785925586980048898	إسرائيل	-1
785934055661371392	إسرائيل	-1
785945050060427264	إسرائيل	-1
785949835140685824	إسرائيل	0
785952237289897984	إسرائيل	-1
785952851315068928	إسرائيل	-1
785952910375063552	إسرائيل	1
785963754924179457	إسرائيل	-1
785965799932440576	إسرائيل	0
785973131999645696	إسرائيل	-1
785973804560486400	إسرائيل	-1
784864611220717568	إيران	-1
784864626588708865	إيران	-1
784866974631337984	إيران	0
784867197827092482	إيران	-1
784867240399237120	إيران	0
784867264868868096	إيران	-1
784867427251265536	إيران	-1
784867512034942977	إيران	-1
784870335762014208	إيران	0
784871024064102400	إيران	0
784872960024801280	إيران	0
784874470364352512	إيران	0
