783555835494592513	positive
783582397166125056	positive
783592390728769536	positive
783597390070685696	positive
783617442031472640	neutral
783643296602071040	positive
783677250768138240	neutral
783699656328908801	negative
783708331198164992	negative
783714700156698624	neutral
783715747709059072	neutral
783718589056638976	neutral
783941885173833728	positive
783941968850190336	neutral
783942030904832000	neutral
783947587963453440	negative
783948556835127296	neutral
783959779752439808	neutral
783971030624825344	positive
783985276964175872	neutral
783992621274390530	negative
784006782381387778	neutral
784032156653944832	positive
784033787982319616	neutral
784081204798717952	neutral
784277792779231233	neutral
784297053832646657	neutral
784302692189376512	neutral
784314551546150912	positive
784323653567516672	neutral
784346488784556033	positive
784367293119795200	positive
784373997861560320	neutral
784392573834199044	positive
784426625530208257	neutral
784472756230483970	negative
784495158083653632	negative
784525660232507393	neutral
784529626353786881	neutral
784538438821445632	neutral
784548096302800908	neutral
784575695712321536	negative
784634432468553728	neutral
784649801036029952	neutral
784656161396101120	neutral
784672589771702272	neutral
784681525266841600	positive
784697448706945025	neutral
784706443127717889	positive
784708272850866176	neutral
784711585990311936	neutral
784719418161041408	positive
784730020199604228	positive
784731633681362944	positive
784738980117880832	neutral
784748566698946560	neutral
784753262746537984	positive
784772890944299008	positive
784789586639740929	positive
784840439832518658	positive
784860207813918721	positive
784883418517602304	neutral
784949022100426752	negative
785079214743494659	neutral
785084543128571904	neutral
785084852043472897	negative
785098962701258752	positive
785102615088627712	positive
785117614804574208	positive
785122771160498177	negative
785123888640434176	negative
785124237694504960	neutral
785129421330010112	positive
785301310899970048	neutral
785346306604605441	positive
785357138453491712	positive
785377829651296256	negative
785380632780300288	positive
785420888430747648	negative
785441676265422848	neutral
785475415288770560	positive
785502915754680320	neutral
785559739589591040	negative
785596579772260352	positive
785602528448839680	positive
785606257558380544	neutral
785740634741018629	neutral
785750412175421444	positive
785755256881766400	positive
785774014451122176	positive
785803335144275968	neutral
785852256180662272	negative
785872737445089280	neutral
785884382393491456	neutral
785889691887407104	neutral
785889730017853440	neutral
785892665833455617	negative
785925589849047040	neutral
785926234769199104	negative
785960685297479680	negative
782890701180833792	positive
782931740386091008	neutral
782935473123647488	negative
782979691653324800	negative
782981772766277632	neutral
783005218707501056	neutral
783010077959651329	neutral
783047401716092928	positive
783068365170565120	positive
783135806034632705	positive
783172279123513344	neutral
783176312303345664	positive
783217136575455233	neutral
783218427569790976	positive
783221152634269697	positive
783267138400288768	positive
783277244445851648	positive
783298781739487233	neutral
783340407274999809	negative
783351441561976832	positive
783406133205692416	neutral
783412994365648896	positive
783413465142755328	neutral
784036654193504258	positive
784051736151490560	neutral
784066100468252672	neutral
784071683342610433	negative
784073213093548032	neutral
784087346849386496	neutral
784088136397754368	neutral
784088442250620928	neutral
784096427685384192	neutral
784097209948049408	neutral
784121110476550144	neutral
784130253333655552	positive
784140312860123136	positive
784292467080253440	positive
784292902641950720	positive
784366678129909761	positive
784402194028122112	positive
784422109158203393	neutral
784428849836597248	neutral
784450220734156800	positive
784470367519838213	positive
784511032068825088	neutral
784575856865906689	neutral
784593191269957633	positive
784638488125767680	positive
784640035656048640	positive
784642709822775296	neutral
784649788679684096	negative
784668933660049408	neutral
784670436466520064	neutral
784679902847070208	positive
784689589608976384	positive
784747675266670592	positive
784748228650606592	positive
784804313642176512	neutral
784806618718347264	neutral
784849318285086720	neutral
784900204717830144	positive
784903589391130624	neutral
784904807274409984	positive
784909042581921792	positive
785024028750680064	positive
785038941015638016	positive
785065694023061504	positive
785072437918662656	positive
785124197014114304	positive
785158139691798528	positive
785178233155321856	neutral
785209258052874240	neutral
785210609809944579	negative
785212084720197636	neutral
785213312506163205	neutral
785230742943064064	positive
785487241984475137	neutral
785503759212302337	positive
785503773279985664	positive
785523326546567168	neutral
785529190930153477	positive
785593252044902402	positive
785595721546276865	positive
785596764724133888	positive
785601580380852224	positive
785602539731296256	neutral
785603611082371074	positive
785607694593830913	positive
785626682032021509	neutral
785744397698736128	positive
785777408947261441	neutral
785781592186769408	neutral
785798858337124353	positive
785815255905480705	positive
785839768609427457	neutral
785920598383824896	neutral
785922414685200384	neutral
785929113496412160	negative
785935990321848320	neutral
785984939841826816	negative
784536666576920576	negative
784537840503980032	negative
784541722218930176	neutral
784854665485774848	negative
784854761354981377	negative
784856247023591424	negative
784859129399640064	negative
784863538070294528	neutral
784865195344691200	negative
784867295164243968	negative
784868914085916672	negative
784871198836621312	negative
784879691966537728	neutral
784883797758189569	neutral
784888636701638656	neutral
784889831298138112	neutral
784897928292884480	negative
784905083490271233	negative
784905689537929216	neutral
785197010613784576	neutral
785197141018963968	neutral
785197543386910722	neutral
785197584709279744	neutral
785205219747438592	neutral
785205954551873538	negative
785206272295665666	negative
785206649954902018	negative
785209284502155268	negative
785209494137671680	negative
785213291870158848	negative
785216265988280321	neutral
785216954806181888	negative
785221917657616384	neutral
785222988622888960	negative
785223168273309696	neutral
785223265346318337	neutral
785223887701311488	negative
785226546772598790	negative
785229174373961728	neutral
785236783646777346	neutral
785239090069397504	negative
785244947330899968	negative
785245058706595840	neutral
785247858450501632	negative
785248253537357824	negative
785249675674849280	negative
785257545539739651	negative
785265357758005248	negative
785510858352955392	negative
785515390247899136	negative
785515789419966464	neutral
785516820795195392	neutral
785518959437111296	negative
785520487438974977	negative
785523308015984641	negative
785525333462245378	neutral
785528696908251136	negative
785529113775931392	negative
785530686568562688	neutral
785533005024546816	negative
785534057903947776	neutral
785538640210436096	negative
785538983673683968	negative
785539332828311556	neutral
785540551336656896	negative
785541178448109570	neutral
785546830838898688	negative
785548253844611072	negative
785548659727470592	neutral
785558968894681088	negative
785559977117290496	negative
785565175197859840	neutral
785567638290370561	negative
785567644011360258	negative
785571408344551424	negative
785574268226662400	neutral
785575536923963392	negative
785576927423631361	negative
785578354485395456	neutral
785591251915583488	neutral
785612551300067328	negative
785621134360182788	neutral
785628655275737088	negative
785910436512358400	negative
785914751595474945	neutral
785918553799090176	negative
785919816930463744	neutral
785922496763719680	neutral
785925190324785152	positive
785925586980048898	negative
785934055661371392	negative
785945050060427264	negative
785949835140685824	neutral
785952237289897984	neutral
785952851315068928	negative
785952910375063552	neutral
785963754924179457	neutral
785965799932440576	negative
785973131999645696	negative
785973804560486400	negative
784864611220717568	negative
784864626588708865	neutral
784866974631337984	neutral
784867197827092482	negative
784867240399237120	neutral
784867264868868096	neutral
784867427251265536	negative
784867512034942977	negative
784870335762014208	neutral
784871024064102400	neutral
784872960024801280	neutral
784874470364352512	neutral
784882611206455298	negative
784882852743766018	negative
784884407500939264	positive
784889228534611968	negative
784889512774213632	neutral
784890984266141696	negative
784891329474068480	neutral
784893040422948864	neutral
784896706219573248	negative
784897679881035776	positive
785223049939341312	neutral
785223137038307332	negative
785223192927432704	negative
785223314369351680	negative
785223330492284928	positive
785223351648288769	negative
785223388335861761	neutral
785223459496394752	negative
785223997785042945	negative
785224001417338890	neutral
785224127808430080	positive
785224148926758912	negative
785224209492545538	negative
785224592482766848	negative
785225356353626112	negative
785225397415837696	negative
785225418299301889	negative
785225644779200514	negative
785226985278697473	negative
785230015873122308	neutral
785231543153397764	neutral
785232239974084608	neutral
785232305895899136	negative
785233418137116672	neutral
785234178510118916	negative
785234573575815168	neutral
785235315996889089	neutral
785236021910892544	neutral
785242637066498048	negative
785245673327394816	neutral
785246608472571904	neutral
785247369721970688	negative
785248720841342976	negative
785248902534537216	negative
785255160146718720	negative
785256174430068737	negative
785257007695691777	negative
785258667549593600	negative
785268144353009664	negative
785268541339660288	neutral
785949151808937988	negative
785949875137613824	neutral
785949971975704576	neutral
785950219682848769	negative
785950777214926848	negative
785950788627619841	negative
785950818071613440	negative
785950832625876992	negative
785950845515001857	neutral
785950867858096128	negative
785950915215953920	negative
785950923906551808	negative
785950942680195072	negative
785950982534492160	negative
785951082010771457	neutral
785951100151169024	negative
785951863158018048	neutral
785952332211167232	negative
785953829619658753	negative
785954117139197953	negative
785954608359366656	negative
785955561942712320	positive
785957196915961856	negative
785957347571163136	negative
785959043428941825	negative
785959671513382912	negative
785963779771273216	negative
785966686260322309	neutral
785967185055387649	neutral
785968351663255552	negative
785971344672366592	negative
785971838899847168	negative
785974615084507137	negative
785976593428652032	negative
785977855540924416	neutral
785983398338781184	neutral
785987352766316544	negative
785988485626724352	neutral
785628864013803528	negative
785628908943212544	negative
785628921798750208	positive
785629084525203456	neutral
785629165693366272	neutral
785629170374148096	negative
785629247201239040	neutral
785629280810233856	negative
785629291966926848	negative
785629319041323009	neutral
785629358459392000	neutral
785629360971800576	negative
785629438276935680	neutral
785629442521567236	negative
785629524008562688	negative
785629559995498496	negative
785629625548435456	negative
785629665390133249	neutral
785629669991280641	negative
785629731265839104	negative
785629823418896384	neutral
785629828380753920	neutral
785629833699192832	neutral
785629925088821248	positive
785630101069238272	negative
785630101778100224	negative
785630123571589122	negative
785630170812153857	negative
785630177317441536	neutral
785630239292403712	positive
785630292501467137	negative
785630374432952320	neutral
785630423699296256	neutral
785630436236095488	neutral
785630458583347200	negative
785630558860681216	negative
785630603043409920	negative
785630638779039744	positive
785630668151779328	negative
785630788876369920	negative
785630805460738048	negative
785991917314117632	negative
785991969264852992	negative
785991971810705408	negative
785991984657956865	neutral
785992010272497664	negative
785992015792246784	negative
785992021869748224	negative
785992056443371520	negative
785992067432456192	negative
785992127125811201	negative
785992131630489600	negative
785992217181687808	neutral
785992282281504768	neutral
785992363663581184	negative
785992394269270017	positive
785992405061218304	negative
785992406827237377	neutral
